"","crime_day","temp","wdsp","NUM_CRIMES"
"691",4,23.3,29.3,0.349614395886889
"692",5,27.2,15.8,0.341902313624679
"693",6,36.8,20.5,0.55012853470437
"694",7,48.9,21.7,0.473007712082262
"695",1,51.1,18.3,0.501285347043702
"696",2,41.7,13.9,0.519280205655527
"697",3,32.1,17.3,0.375321336760925
"698",4,14.4,22.9,0.10025706940874
"699",5,20.3,10.1,0.287917737789203
"700",6,33.5,20.7,0.388174807197943
"701",7,42.1,13.9,0.305912596401028
"702",1,47,15.2,0.311053984575835
"703",2,40.2,19.1,0.254498714652956
"704",3,36,11.6,0.375321336760925
"705",4,30.9,12.1,0.203084832904884
"706",5,35.4,21.4,0.370179948586118
"707",6,27.3,18,0.25706940874036
"708",7,28.9,13.1,0.282776349614396
"709",1,37.6,24.6,0.455012853470437
"710",2,38.6,13.5,0.151670951156812
"711",3,37.6,7.7,0
"712",4,40.9,7.7,0.10025706940874
"713",5,45,13.9,0.151670951156812
"714",6,51,20.8,0.401028277634961
"715",7,45.1,13,0.352185089974293
"716",1,39.8,12.8,0.349614395886889
"717",2,41.4,19,0.233933161953728
